344,Marksman,"Two Birds, One Shot",Ability,3,,"Shoot two targets in your Current or an Adjacent Zon, dividing Hits between the two.",,,,,,Shoot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[None, None, None, None, 'Shoot', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",['Shoot'],"['!power {{\n    --name|@{name} - Two Birds, One Shot\n    --Effect|Shoot two targets in your Current or an Adjacent Zon, dividing Hits between the two.\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_shoot}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}']"
345,Marksman,Ready,Ability,1,,"You can use the <em>Use Your Equipment</em> Shift to reload, draw, or restring / unjam a ranged weapon once per turn without using your Shift.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",[],[]
348,Marksman,Double Tap,Ability,2,,Shoot your target at Hazard 1.  Add +1d4 Bonus Hits to the result set.,,,,,,Shoot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[None, None, None, None, 'Shoot', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",['Shoot'],['!power {{\n    --name|@{name} - Double Tap\n    --Effect|Shoot your target at Hazard 1.  Add +1d4 Bonus Hits to the result set.\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_shoot}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}']
361,Martial Artist,Sweep the Leg,Ability,1,,"Use your Martial Arts against your target and reduce the Hits by -2.  If 1+ Hits remain, your target becomes Prone.",,,,,Martial Arts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[None, None, None, 'Martial Arts', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",['Martial Arts'],"['!power {{\n    --name|@{name} - Sweep the Leg\n    --Effect|Use your Martial Arts against your target and reduce the Hits by -2.  If 1+ Hits remain, your target becomes Prone.\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_martial_arts}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}']"
363,Medic,First Aid,Ability,1,,"Score 2+ Hits with your Medicine to have one target in your Current Zone regain +X Grit, where X is equal to Hits in the result set.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medicine,,,,,,,,,,,,,,,,,,,,,,,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 'Medicine', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",['Medicine'],"['!power {{\n    --name|@{name} - First Aid\n    --Effect|Score 2+ Hits with your Medicine to have one target in your Current Zone regain +X Grit, where X is equal to Hits in the result set.\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_medicine}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}']"
365,Medic,Stop Whining!,Ability,2,,"Use your Medicine to reduce the Wounded rating of one target in your Current Zone by X, where X is equal to Hits in the result set.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medicine,,,,,,,,,,,,,,,,,,,,,,,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 'Medicine', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",['Medicine'],"['!power {{\n    --name|@{name} - Stop Whining!\n    --Effect|Use your Medicine to reduce the Wounded rating of one target in your Current Zone by X, where X is equal to Hits in the result set.\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_medicine}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}']"
366,Medic,Smelling Salts,Ability,2,,"Use your Medicine to reduce the Unconscious rating of one target in your Current Zone by X, where X is equal to Hits in the result set.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medicine,,,,,,,,,,,,,,,,,,,,,,,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 'Medicine', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",['Medicine'],"['!power {{\n    --name|@{name} - Smelling Salts\n    --Effect|Use your Medicine to reduce the Unconscious rating of one target in your Current Zone by X, where X is equal to Hits in the result set.\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_medicine}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}']"
367,Medic,Snap Out of It!,Ability,2,,"Use your Medicine to reduce the Dazed or Stunned rating of one target in your Current Zone by X, where X is equal to Hits in the result set.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medicine,,,,,,,,,,,,,,,,,,,,,,,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 'Medicine', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",['Medicine'],"['!power {{\n    --name|@{name} - Snap Out of It!\n    --Effect|Use your Medicine to reduce the Dazed or Stunned rating of one target in your Current Zone by X, where X is equal to Hits in the result set.\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_medicine}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}']"
368,Medic,I'll Patch You Up,Ability,1,,"Use your Medicine to have one target in your Current Zone recover X to their Primary Defense, where X is euqal to Hits in the result set.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medicine,,,,,,,,,,,,,,,,,,,,,,,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 'Medicine', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",['Medicine'],"[""!power {{\n    --name|@{name} - I'll Patch You Up\n    --Effect|Use your Medicine to have one target in your Current Zone recover X to their Primary Defense, where X is euqal to Hits in the result set.\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_medicine}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}""]"
369,Medic,Stem the Bleeding ,Ability,3,,"Use your Medicine to reduce the Dying Rating of one target in your current zone by X, where X is equal to Hits -1 in the result set.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medicine,,,,,,,,,,,,,,,,,,,,,,,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 'Medicine', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",['Medicine'],"['!power {{\n    --name|@{name} - Stem the Bleeding \n    --Effect|Use your Medicine to reduce the Dying Rating of one target in your current zone by X, where X is equal to Hits -1 in the result set.\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_medicine}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}']"
377,Templar,Wrathful Conviction,Ability,2,Avowed Quest,"Spend 2 Conviction, then use your Boon to harm your foe scoring Hits against one target in your Current Zone.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",[],[]
382,,Fortune Favors the Bold,Ability,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",[],[]
385,,Clever Solution,Ability,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",[],[]
393,Overseer,Weapons Free!,Ability,3,"Recruit Henchmen, Stir the Dead, or Tame Beasts","Use a Shift to Lead X Minions to score Hits equal to their Ranged Stat to any number of targets in their Current or an Adjacent Zone, where X is the number of Hits in your result set.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lead,,,,,,,,,,,,,,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 'Lead', None, None, None, None, None, None, None, None, None, None, None, None, None, None]",['Lead'],"['!power {{\n    --name|@{name} - Weapons Free!\n    --Effect|Use a Shift to Lead X Minions to score Hits equal to their Ranged Stat to any number of targets in their Current or an Adjacent Zone, where X is the number of Hits in your result set.\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_lead}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}']"
394,Overseer,Don't Just Stand There!,Ability,3,"Recruit Henchmen, Stir the Dead, or Tame Beasts","Use a Shift to Lead X Minions to score Hits equal to their Melee Stat to any number of targets in their Current Zone, where X is the number of Hits in your result set.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lead,,,,,,,,,,,,,,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 'Lead', None, None, None, None, None, None, None, None, None, None, None, None, None, None]",['Lead'],"[""!power {{\n    --name|@{name} - Don't Just Stand There!\n    --Effect|Use a Shift to Lead X Minions to score Hits equal to their Melee Stat to any number of targets in their Current Zone, where X is the number of Hits in your result set.\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_lead}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}""]"
396,Overseer,"At Ease, Soldiers!",Ability,2,"Recruit Henchmen, Stir the Dead, or Tame Beasts","Lead X Minions in your Current Zone to regain 2 Grit, where X is equal to Hits in the result set. These Minions cannot Shift or take an Action this turn.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lead,,,,,,,,,,,,,,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 'Lead', None, None, None, None, None, None, None, None, None, None, None, None, None, None]",['Lead'],"['!power {{\n    --name|@{name} - At Ease, Soldiers!\n    --Effect|Lead X Minions in your Current Zone to regain 2 Grit, where X is equal to Hits in the result set. These Minions cannot Shift or take an Action this turn.\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_lead}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}']"
397,Overseer,Rally the Troops,Ability,3,"Recruit Henchmen, Stir the Dead, or Tame Beasts",Spend 4 Momentum to allow all Minions in your Current Zone to regain up to 2 Grit.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",[],[]
404,Necromancer,Feast On Their Flesh!,Ability,2,Stir the Dead,"Lead X Haunts to score 1 Hit against any number of targets in their Current Zones and regain 1 Grit, where X is the number of Hits in your result set.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lead,,,,,,,,,,,,,,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 'Lead', None, None, None, None, None, None, None, None, None, None, None, None, None, None]",['Lead'],"['!power {{\n    --name|@{name} - Feast On Their Flesh!\n    --Effect|Lead X Haunts to score 1 Hit against any number of targets in their Current Zones and regain 1 Grit, where X is the number of Hits in your result set.\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_lead}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}']"
405,Necromancer,Dread Presence,Ability,2,,"Intimidate targets in your Current Zone, forcing Hits + your Mori Rank targets to become Afraid of you.",,,,Intimidate,,,,,,,,,,,,,,,,Mori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[None, None, 'Intimidate', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 'Mori', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","['Intimidate', 'Mori']","['!power {{\n    --name|@{name} - Dread Presence\n    --Effect|Intimidate targets in your Current Zone, forcing Hits + your Mori Rank targets to become Afraid of you.\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_intimidate}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}', '!power {{\n    --name|@{name} - Dread Presence\n    --Effect|Intimidate targets in your Current Zone, forcing Hits + your Mori Rank targets to become Afraid of you.\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_mori}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}']"
406,Necromancer,Swarm the Enemy,Ability,3,"Recruit Henchmen, Stir the Dead, or Tame Beasts","Use a Shift to Lead X Minions to immediately Shift to Move into one target's Current Zone.  Minions must be in a Zone Adjacent to the target Zone.<br>Once in position, the target suffers X + the sum of your Minions' Melee stat in the target's Current Zone.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lead,,,,,,,,,,,,,,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 'Lead', None, None, None, None, None, None, None, None, None, None, None, None, None, None]",['Lead'],"[""!power {{\n    --name|@{name} - Swarm the Enemy\n    --Effect|Use a Shift to Lead X Minions to immediately Shift to Move into one target's Current Zone.  Minions must be in a Zone Adjacent to the target Zone.<br>Once in position, the target suffers X + the sum of your Minions' Melee stat in the target's Current Zone.\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_lead}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}""]"
417,Beastmaster,Protect the Alpha,Ability,2,"Recruit Henchmen, Stir the Dead, or Tame Beasts","Lead X Minions to Shift one Zone closer to your Current Zone, where X is the number of Hits in the resul set.  Until your next turn, any Hits you suffer are redirected to Minions in yoru Current Zone.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lead,,,,,,,,,,,,,,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 'Lead', None, None, None, None, None, None, None, None, None, None, None, None, None, None]",['Lead'],"['!power {{\n    --name|@{name} - Protect the Alpha\n    --Effect|Lead X Minions to Shift one Zone closer to your Current Zone, where X is the number of Hits in the resul set.  Until your next turn, any Hits you suffer are redirected to Minions in yoru Current Zone.\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_lead}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}']"
418,Beastmaster,One of the Pack,Ability,2,"Recruit Henchmen, Stir the Dead, or Tame Beasts","Use a Shift to Strike, Shoot, or use your Martial Arts against a target you can see in your Current Zone.  On 3+ Hits, all Minions under your command may score Hits equal to their Melee Stat against any target in their Current Zones.",,,,,Martial Arts,Shoot,Strike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[None, None, None, 'Martial Arts', 'Shoot', 'Strike', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","['Martial Arts', 'Shoot', 'Strike']","['!power {{\n    --name|@{name} - One of the Pack\n    --Effect|Use a Shift to Strike, Shoot, or use your Martial Arts against a target you can see in your Current Zone.  On 3+ Hits, all Minions under your command may score Hits equal to their Melee Stat against any target in their Current Zones.\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_martial_arts}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}', '!power {{\n    --name|@{name} - One of the Pack\n    --Effect|Use a Shift to Strike, Shoot, or use your Martial Arts against a target you can see in your Current Zone.  On 3+ Hits, all Minions under your command may score Hits equal to their Melee Stat against any target in their Current Zones.\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_shoot}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}', '!power {{\n    --name|@{name} - One of the Pack\n    --Effect|Use a Shift to Strike, Shoot, or use your Martial Arts against a target you can see in your Current Zone.  On 3+ Hits, all Minions under your command may score Hits equal to their Melee Stat against any target in their Current Zones.\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_strike}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}']"
419,Beastmaster,Feed the Pack,Ability,2,Tame Beasts,"Lead X Beasts in your Current Zone to regain 2 Grit, where X is equal to Hits in the result set. These Beasts cannot Shift or take an Action this turn.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lead,,,,,,,,,,,,,,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 'Lead', None, None, None, None, None, None, None, None, None, None, None, None, None, None]",['Lead'],"['!power {{\n    --name|@{name} - Feed the Pack\n    --Effect|Lead X Beasts in your Current Zone to regain 2 Grit, where X is equal to Hits in the result set. These Beasts cannot Shift or take an Action this turn.\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_lead}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}']"
420,Beastmaster,Gather the Pack,Ability,3,"Recruit Henchmen, Stir the Dead, or Tame Beasts",Spend 3 Momentum to allow all Minions under your command to move up to 1 Zone closer to you and regain 1 Grit.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",[],[]
425,Priest,Commune with Divinity,Ability,1,Divine Doctrine,"Maintain your Composure at Challenge 3 to align yourself with the divine. Gain Hits in <strong><em>Concordance</em></strong>.<br>Your Concordance measures how closely you are aligned with your Divine Doctrine.<br>If the result set of one of your Rites contains a 1, reduce your Concordance by 1.<br>If you attempt to use a Rite when you Concordance is below 0, add 1 Hazard die to the roll for each point your Concordance is below 0.<br>You may use this Ability without spending an Action at the beginning of each Waypoint.  If you use it during a Waypoint, it requires 8 - Steady Actions (minimum 1 Action).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Composure,,,,,,,,,,,,,,,,,,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 'Composure', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",['Composure'],"['!power {{\n    --name|@{name} - Commune with Divinity\n    --Effect|Maintain your Composure at Challenge 3 to align yourself with the divine. Gain Hits in <strong><em>Concordance</em></strong>.<br>Your Concordance measures how closely you are aligned with your Divine Doctrine.<br>If the result set of one of your Rites contains a 1, reduce your Concordance by 1.<br>If you attempt to use a Rite when you Concordance is below 0, add 1 Hazard die to the roll for each point your Concordance is below 0.<br>You may use this Ability without spending an Action at the beginning of each Waypoint.  If you use it during a Waypoint, it requires 8 - Steady Actions (minimum 1 Action).\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_composure}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}']"
432,Probabilist,Derive Axioms,Ability,1,,Analyze,,,,,,,,,,,,,,,,,,,,,,,,,,Analyze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 'Analyze', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",['Analyze'],['!power {{\n    --name|@{name} - Derive Axioms\n    --Effect|Analyze\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_analyze}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}']
433,Psion,Hone the mind,Ability,1,,Focus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Focus,,,,,,,,,,,,,,,,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 'Focus', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",['Focus'],['!power {{\n    --name|@{name} - Hone the mind\n    --Effect|Focus\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_focus}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}']
434,Nexus,Attune with Essence,Ability,1,Bonded Essence,"Focus or use your Insight to connect with your power, gaining Hits in Attunement.<br>Attunment measures the strength of connection to your power, which determines the strength of the Marvels you can manifest.<br>If the result set of one of your Marvels contains a 1, reduce your Atttunement by X, where X is equal to Hits in the same result set.<br>If your Attunement equals 0 or less, you gain Stunned 3 and the Entropy increases by +3.<br>You may use this Ability without spending an Action at the beginning of each Waypoint. If you use it during a Waypoint, it requires 8 - Steady Actions (minimum 1 Action).",,,,,,,,,,,,,,Insight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Focus,,,,,,,,,,,,,,,,,"[None, None, None, None, None, None, None, None, None, None, None, None, 'Insight', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 'Focus', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","['Insight', 'Focus']","['!power {{\n    --name|@{name} - Attune with Essence\n    --Effect|Focus or use your Insight to connect with your power, gaining Hits in Attunement.<br>Attunment measures the strength of connection to your power, which determines the strength of the Marvels you can manifest.<br>If the result set of one of your Marvels contains a 1, reduce your Atttunement by X, where X is equal to Hits in the same result set.<br>If your Attunement equals 0 or less, you gain Stunned 3 and the Entropy increases by +3.<br>You may use this Ability without spending an Action at the beginning of each Waypoint. If you use it during a Waypoint, it requires 8 - Steady Actions (minimum 1 Action).\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_insight}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}', '!power {{\n    --name|@{name} - Attune with Essence\n    --Effect|Focus or use your Insight to connect with your power, gaining Hits in Attunement.<br>Attunment measures the strength of connection to your power, which determines the strength of the Marvels you can manifest.<br>If the result set of one of your Marvels contains a 1, reduce your Atttunement by X, where X is equal to Hits in the same result set.<br>If your Attunement equals 0 or less, you gain Stunned 3 and the Entropy increases by +3.<br>You may use this Ability without spending an Action at the beginning of each Waypoint. If you use it during a Waypoint, it requires 8 - Steady Actions (minimum 1 Action).\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_focus}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}']"
